epoch,train_loss,train_acc,valid_loss,valid_acc
1,1.344431795039267,0.6021928944677677,0.39730053146680194,0.8906101981798807
2,0.47182117992976924,0.8568702789972413,0.19119842102130255,0.9455788334210714
3,0.2709628197382081,0.9188551430432301,0.12968300779660544,0.9616062939167023
4,0.20340423089153362,0.9399184719571527,0.11259398609399796,0.9664328793684641
5,0.1735230377822552,0.9473640255208285,0.09150555233160655,0.9725349148114523
6,0.14920124397525247,0.9561879792303409,0.08924427255988121,0.9723691940307617
7,0.1363324260093131,0.958395927582147,0.08066091934839885,0.9752988815307617
8,0.1300280754858593,0.9611311656124187,0.07648349304993947,0.9768998523553213
9,0.11938929389107902,0.9633453870719334,0.08047020559509595,0.9761955440044403
10,0.10703897223157703,0.9674990109677585,0.06402550265192986,0.9810221294562022
11,0.09983321180883444,0.9693502075267288,0.06613363822301228,0.9799627065658569
12,0.0956974282579602,0.9699986352110809,0.06361116593082745,0.9809954961140951
13,0.09131351197665592,0.9716820390719287,0.06348266576727231,0.9794773856798807
14,0.08453424696652394,0.9738194211474005,0.05235106684267521,0.9833007752895355
15,0.07937109674204071,0.9753605161073073,0.05343232241769632,0.9834901690483093
16,0.08154867027165755,0.9747073830298658,0.05467989047368368,0.9825668732325236
17,0.07433997670996864,0.9775645440479495,0.049844225868582726,0.9837061961491903
18,0.07404670674564703,0.9765715160459842,0.050094700728853546,0.9868755837281545
19,0.07384734551580448,0.9771995589418231,0.05029203680654367,0.9845732649167379
20,0.06981079617761216,0.9780240103883563,0.050684171418348946,0.9841382503509521

test_loss,test_acc
0.04085181159898639,0.9868482947349548

parameters
44426
